3,281.T0.3-142-G-016-1.4.R
3,90.T0.3-142-G-016-1.2.H
3,290.T0.3-142-G-016-1.4.R
3,99.T0.3-142-G-016-1.2.H
3,300.T0.3-142-G-016-1.4.R
3,109.T0.3-142-G-016-1.2.H
3,311.T0.3-142-G-016-1.4.R
3,120.T0.3-142-G-016-1.2.H
3,320.T0.3-142-G-016-1.4.R
3,129.T0.3-142-G-016-1.2.H
3,329.T0.3-142-G-016-1.4.R
3,138.T0.3-142-G-016-1.2.H
3,339.T0.3-142-G-016-1.4.R
3,148.T0.3-142-G-016-1.2.H
3,348.T0.3-142-G-016-1.4.R
3,157.T0.3-142-G-016-1.2.H
3,358.T0.3-142-G-016-1.4.R
3,167.T0.3-142-G-016-1.2.H
3,367.T0.3-142-G-016-1.4.R
3,176.T0.3-142-G-016-1.2.H
3,377.T0.3-142-G-016-1.4.R
3,185.T0.3-142-G-016-1.2.H
3,386.T0.3-142-G-016-1.4.R
3,194.T0.3-142-G-016-1.2.H
3,395.T0.3-142-G-016-1.4.R
3,3_fromDepot
3,3_toDepot
4,12.T0.3-142-G-016-1.2.H
4,212.T0.3-142-G-016-1.4.R
4,21.T0.3-142-G-016-1.2.H
4,221.T0.3-142-G-016-1.4.R
4,30.T0.3-142-G-016-1.2.H
4,231.T0.3-142-G-016-1.4.R
4,40.T0.3-142-G-016-1.2.H
4,240.T0.3-142-G-016-1.4.R
4,49.T0.3-142-G-016-1.2.H
4,250.T0.3-142-G-016-1.4.R
4,59.T0.3-142-G-016-1.2.H
4,259.T0.3-142-G-016-1.4.R
4,68.T0.3-142-G-016-1.2.H
4,268.T0.3-142-G-016-1.4.R
4,77.T0.3-142-G-016-1.2.H
4,278.T0.3-142-G-016-1.4.R
4,87.T0.3-142-G-016-1.2.H
4,288.T0.3-142-G-016-1.4.R
4,97.T0.3-142-G-016-1.2.H
4,296.T0.3-142-G-016-1.4.R
4,105.T0.3-142-G-016-1.2.H
4,307.T0.3-142-G-016-1.4.R
4,116.T0.3-142-G-016-1.2.H
4,316.T0.3-142-G-016-1.4.R
4,125.T0.3-142-G-016-1.2.H
4,325.T0.3-142-G-016-1.4.R
4,134.T0.3-142-G-016-1.2.H
4,335.T0.3-142-G-016-1.4.R
4,144.T0.3-142-G-016-1.2.H
4,345.T0.3-142-G-016-1.4.R
4,154.T0.3-142-G-016-1.2.H
4,353.T0.3-142-G-016-1.4.R
4,162.T0.3-142-G-016-1.2.H
4,362.T0.3-142-G-016-1.4.R
4,172.T0.3-142-G-016-1.2.H
4,373.T0.3-142-G-016-1.4.R
4,182.T0.3-142-G-016-1.2.H
4,382.T0.3-142-G-016-1.4.R
4,191.T0.3-142-G-016-1.2.H
4,392.T0.3-142-G-016-1.4.R
4,4_fromDepot
4,4_toDepot
5,189.T0.3-54-G-016-3.6.R
5,13.T0.3-54-G-016-3.2.H
5,219.T0.3-54-G-016-3.6.R
5,40.T0.3-54-G-016-3.2.H
5,246.T0.3-54-G-016-3.6.R
5,68.T0.3-54-G-016-3.2.H
5,274.T0.3-54-G-016-3.6.R
5,97.T0.3-54-G-016-3.2.H
5,303.T0.3-54-G-016-3.6.R
5,126.T0.3-54-G-016-3.2.H
5,332.T0.3-54-G-016-3.6.R
5,154.T0.3-54-G-016-3.2.H
5,359.T0.3-54-G-016-3.6.R
5,176.T0.3-54-G-016-3.2.H
